file_path,transcript,WER
kathbath/hindi/test/audio/1202/844424932919562-1202-f.wav,निर्धन जनता भारी दामों पर निजी मेडिकल स्टोर्स से दवाइयां खरीदने को विवश है,0.14285714285714285
kathbath/hindi/test/audio/574/844424930898425-574-f.wav,अब एक अलग तरह से आंदोलन शुरू करना चाहती हूं,0.0
kathbath/hindi/test/audio/160/844424930570560-160-f.wav,बाकी फिल्म इस कहानी के बारे में आगे बताती है,0.0
kathbath/hindi/test/audio/1190/844424930929595-1190-f.wav,आपके शरीर में इम्यूनिटी होना काफी जरूरी होता है,0.0
kathbath/hindi/test/audio/497/844424930325481-497-f.wav,यहां पर हनुमान जी को महाराजा धीराज के नाम से भी पुकारा जाता है,0.15384615384615385
kathbath/hindi/test/audio/620/844424930637364-620-f.wav,मुर्गियों के बीच औरलोफ झपट्टा आम तौर पर बहुत छोटे हैं,0.09090909090909091
kathbath/hindi/test/audio/574/844424930898444-574-f.wav,लेकिन उन्होंने इन अटकलों को खारिज कर दिया था,0.0
kathbath/hindi/test/audio/564/844424930954617-564-f.wav,कैम्प में झड़प बात फैली हिंसा से अमरनाथ यात्रा रोकी गई,0.18181818181818182
kathbath/hindi/test/audio/1190/844424930929572-1190-f.wav,लुटेरों ने कार की डिग्गी से रुपयों से भरा बैग निकाल लिया,0.0
kathbath/hindi/test/audio/160/844424930570549-160-f.wav,छोटी बालों वाली बिल्लियों का संयोजन बहुत कम उत्पादन करने के लिए पर्याप्त है,0.0
kathbath/hindi/test/audio/497/844424930547227-497-f.wav,युवक पर काबू पाते हुए उसे खंबे से बांध दिया,0.1
kathbath/hindi/test/audio/574/844424930927673-574-f.wav,हसीन का आरोप है कि शमी दूसरी लड़कियों से अतरंग चैट करते हैं,0.07692307692307693
kathbath/hindi/test/audio/564/844424930918829-564-f.wav,अब कांच के लिए फिल्म देते हैं और मिलीमीटर शक्ति से समायोजित करें,0.07692307692307693
kathbath/hindi/test/audio/221/844424932574085-221-f.wav,वित्त मंत्रालय ने नियम इसलिए बनाया है ताकि कैश निकालना कम हो सके,0.0
kathbath/hindi/test/audio/267/844424932410150-267-f.wav,अकादमी की स्वीकृत और अधिकृत योजनाओं की स्पर्शता कुछ आधारभूत विशेषताएं हैं,0.08333333333333333
kathbath/hindi/test/audio/564/844424930954594-564-f.wav,जामिया के शोधकर्ताओं ने बनाई सलाइवा आधारित कोरोना जांच किट,0.0
kathbath/hindi/test/audio/153/844424930707961-153-f.wav,भुगतान न किए जाने को लेकर वित्त एवं लेखाधिकारी और शिक्षक नेताओं में नोकझोंक हुए,0.06666666666666667
kathbath/hindi/test/audio/160/844424930570562-160-f.wav,जानबूझकर अभिनव रूबीना ने कविता को किया टारकेट,0.4444444444444444
kathbath/hindi/test/audio/153/844424930627681-153-f.wav,हम किसी के दबाव में काम नहीं कर रहे हैं,0.0
kathbath/hindi/test/audio/153/844424930627646-153-f.wav,चोरी की तीनों घटनाओं में अपराधियों की हरकत सीसीटीवी कैमरे में कैद है,0.0
kathbath/hindi/test/audio/160/844424930570571-160-f.wav,क्योंकि वो बस किसी तरह पार्टी में शामिल होना चाहती थीं,0.0
kathbath/hindi/test/audio/221/844424932574109-221-f.wav,उनके सियोन के गीतों को ऊंचा कर दिया गया था,0.1
kathbath/hindi/test/audio/1202/844424932919574-1202-f.wav,यह एक खेल की तरह हो चुका है,0.0
kathbath/hindi/test/audio/620/844424930634223-620-f.wav,अब दूसरे चरण का काम शुरू हो गया है,0.0
kathbath/hindi/test/audio/497/844424930547202-497-f.wav,मिथुन राशि के लोग आलस्य का परिताज्ञ करें और अपने कर्मपथ पे चलें,0.21428571428571427
kathbath/hindi/test/audio/574/844424930927726-574-f.wav,इस मिशन के मद्देनजर इको फ्रेंडली बप्पा मुंबई में जमकर उभरे हैं,0.08333333333333333
kathbath/hindi/test/audio/160/844424930570539-160-f.wav,ड्रीम गर्ल के इलाके में पूरे नहीं हुए वादे तो मतदाताओं ने किया चुनाव बहिष्कार,0.0
kathbath/hindi/test/audio/497/844424930547282-497-f.wav,यह योजना आत्मनिर्भर भारत पार्थिक पैकेज का हिस्सा है,0.1111111111111111
kathbath/hindi/test/audio/153/844424930627621-153-f.wav,अब वाईएस जगनमोहन रेड्डी के बारे में पुस्तक लिखा है,0.18181818181818182
kathbath/hindi/test/audio/221/844424932574127-221-f.wav,यह अक्सर एंटीसेप्टिक और एंटीबायोटिक समाधान और स्पोजिटरी निर्धारित है,0.1
kathbath/hindi/test/audio/574/844424930927705-574-f.wav,और इस फिल्म के लिए करिश्मा को नेशनल अवॉर्ड मिल गया,0.09090909090909091
kathbath/hindi/test/audio/497/844424930325523-497-f.wav,वह बहुत अच्छे इंसान हैं और घमंड उनमें जरा भी नहीं हैं,0.08333333333333333
kathbath/hindi/test/audio/153/844424930707952-153-f.wav,ग्रामीण क्षेत्रों से अपनी परीक्षा केंद्र तक छात्र कैसे पहुंचेंगे,0.3
kathbath/hindi/test/audio/267/844424932410090-267-f.wav,उनकी टीम में भिवानी की महिला खिलाड़ी गीता व विनेश भी शामिल हैं,0.0
kathbath/hindi/test/audio/267/844424932410087-267-f.wav,इन लोगों को मुख्य तंत्र के काम की निगरानी करेगा,0.0
kathbath/hindi/test/audio/564/844424930954540-564-f.wav,गिद्दा डालने के बाद महिलाओं ने शोभायात्रा में भी भाग लिया,0.0
kathbath/hindi/test/audio/153/844424930759131-153-f.wav,पिरेड्स के समय शरीर में बहुत अधिक दर्द होता है,0.1
kathbath/hindi/test/audio/620/844424930621990-620-f.wav,फिर न कोई रावण इस धरती पर जिंदा रहे,0.0
kathbath/hindi/test/audio/267/844424932410143-267-f.wav,विशेषज्ञों द्वारा इसका कारण बढ़तातरा बताया जा रहा है,0.2
kathbath/hindi/test/audio/1202/844424932919561-1202-f.wav,मशहूर बिड़ला प्रौद्योगिकी एवं विज्ञान संस्थान यहीं पर स्थित है,0.0
kathbath/hindi/test/audio/1190/844424930929559-1190-f.wav,हिमाचल प्रदेश के कांगड़ा में ये दर्दनाक बस हादसा ढलियारा गांव का है,0.07692307692307693
kathbath/hindi/test/audio/620/844424930621925-620-f.wav,उसके बाद अनीता अपनी मंझली बहन और मां के साथ वहां रहती थी,0.07692307692307693
kathbath/hindi/test/audio/267/844424932410127-267-f.wav,एकाउंट नंबर एवं ऑनलाइन ट्रांजेक्शन नंबर सार्वजनिक कर दिया है,0.0
kathbath/hindi/test/audio/574/844424930927639-574-f.wav,रमचावल के साथ पके हुए लाल सैम से हैं,0.4
kathbath/hindi/test/audio/564/844424930954531-564-f.wav,मंदिर का शभामंडप किले के अन्य इमारतों का समकालीन है,0.1
kathbath/hindi/test/audio/1202/844424932919577-1202-f.wav,मरीजों का परीक्षण इलाके के वरिष्ठ डॉक्टरों द्वारा किया जाएगा,0.1
kathbath/hindi/test/audio/564/844424930918883-564-f.wav,अब तक हनीप्रीत का कोई सुराग नहीं मिला है,0.0
kathbath/hindi/test/audio/564/844424930918838-564-f.wav,कोई मोदी का तो कोई राउट का पोस्टर पहन लेती हैं,0.09090909090909091
kathbath/hindi/test/audio/1202/844424932919620-1202-f.wav,लेकिन निर्धार्थ परिस्थिति उनके हत्या करने पर तुली है,0.2222222222222222
kathbath/hindi/test/audio/1202/844424932919624-1202-f.wav,उन्होंने बताया कि स्कूल प्रबंधन चाहता है कि बच्चे स्वस्थ रहें और सर्वांगीण विकास करें,0.06666666666666667
kathbath/hindi/test/audio/620/844424930637297-620-f.wav,जिसके बाद भटभदा विश्राम घाट पर हिंदू रीति रिवाज से अंतिम संस्कार किया गया,0.14285714285714285
kathbath/hindi/test/audio/497/844424930547246-497-f.wav,इस फिल्म में कृति के साथ सुशांत सिंहराज बूथ मुख्य किरदार निभाते हुए नजर आएंगे,0.13333333333333333
kathbath/hindi/test/audio/153/844424930707958-153-f.wav,इस अवसर पर आई हुई संगत के लिए अटूट लंगर का भी आयोजन किया गया,0.0
kathbath/hindi/test/audio/153/844424930707966-153-f.wav,पत्रकारों द्वारा पूछे गए मुख्य विषय को अलग रखने वाले प्रश्न,0.2
kathbath/hindi/test/audio/267/844424932410119-267-f.wav,क्या श्रमिकों का दर्द उन्हें दिखाई नहीं दे रहा है,0.0
kathbath/hindi/test/audio/574/844424930898417-574-f.wav,अंतरराष्ट्रीय योग दिवस पर योग गुरु बाबा रामदेव बनाएंगे वर्ल्ड रिकॉर्ड,0.2
kathbath/hindi/test/audio/1190/844424930929550-1190-f.wav,इस दौरान उनका बड़ा बेटा घर पर अकेले खेल रहा था,0.0
kathbath/hindi/test/audio/564/844424930918870-564-f.wav,जले हुए ट्रांसफार्मर प्राथमिकता से बदलने की व्यवस्था सुनिश्चित हो,0.1
kathbath/hindi/test/audio/160/844424930570532-160-f.wav,इस डांस नंबर को परफेक्ट करने के लिए दीपिका ने पूरा जोर लगा दिया,0.0
kathbath/hindi/test/audio/497/844424930325552-497-f.wav,उसके पास अमेरिका से मिले तमाम तरह के अत्याधुनिक हथियार थे,0.09090909090909091
kathbath/hindi/test/audio/221/844424932574103-221-f.wav,यह भी चिकन या मछली की शोरबा के आधार पर तैयार किया जा सकता है,0.0
kathbath/hindi/test/audio/160/844424930570530-160-f.wav,राहुल से मीटिंग से पहले वन मंत्री उमंग सिंघार को अचानक दिल्ली बुला लिया गया,0.14285714285714285
kathbath/hindi/test/audio/564/844424930918890-564-f.wav,वो उनकी आने वाली दोनों फिल्मों में काम करने वाली हैं,0.09090909090909091
kathbath/hindi/test/audio/1190/844424930929551-1190-f.wav,दोनों हार्ट को पांच जगहों से कनेक्ट किया गया,0.0
kathbath/hindi/test/audio/564/844424930954529-564-f.wav,कार्यक्रम का आरंभ प्रधान आचार्य मथुरादास भारती ने स्काउट ध्वजारोहण करके किया,0.25
kathbath/hindi/test/audio/1190/844424930929622-1190-f.wav,न ही हर कोई आपके विजेट के विनिर्माण विवरण जानना चाहता है,0.0
kathbath/hindi/test/audio/564/844424930918848-564-f.wav,अब जान से मारने की धमकी मिल रही है,0.0
kathbath/hindi/test/audio/160/844424930570531-160-f.wav,मृतकों की संख्या में इजाफा होने की आशंका है,0.0
kathbath/hindi/test/audio/1190/844424930929565-1190-f.wav,इस तरह पैराटीचर को भी चरणबद्ध तरीके से नियमित किए जाने का प्रस्ताव है,0.2
kathbath/hindi/test/audio/574/844424930927675-574-f.wav,बैठक में आसपास की पंचायतों के दर्जनों भक्तों ने भाग लिया,0.0
kathbath/hindi/test/audio/267/844424932410146-267-f.wav,पौने चार फुट के पव्वा ने हथेली पर गुदा हुआ गर्लफ्रेंड का नाम दिखाया,0.0
kathbath/hindi/test/audio/267/844424932410122-267-f.wav,बदमाशों की पूरी करतूत घर में लगे सीसीटीवी में कैद हो गई है,0.0
kathbath/hindi/test/audio/564/844424930966761-564-f.wav,उन्होंने यह भी बताया कि इस दिशा में निर्णायक बातचीत चल रही है,0.0
kathbath/hindi/test/audio/1202/844424932919569-1202-f.wav,ऐसे में निश्चित रूप से हमारी बाजार हिस्सेदारी भी बढ़ेगी,0.0
kathbath/hindi/test/audio/160/844424930570550-160-f.wav,उनके पिता गुजराती और मां फरीदा हाफ ब्रिटिश हैं,0.1111111111111111
kathbath/hindi/test/audio/267/844424932410106-267-f.wav,रिपोर्ट मिलने के बाद मामले की समीक्षा की जाएगी और जरूरी कार्रवाई भी की जाएगी,0.0
kathbath/hindi/test/audio/574/844424930898433-574-f.wav,इस मौके पर देश की जनता को नई संसद की इमारत सौगात में मिल जाएगी,0.0
kathbath/hindi/test/audio/153/844424930759114-153-f.wav,वहां इतने इमोशनल हुए कि उन्होंने महिला को गले लगा लिया,0.09090909090909091
kathbath/hindi/test/audio/564/844424930918884-564-f.wav,उनसे प्रत्यक्ष्य मिलकर उन्हें भेंट वस्तु भी दी गई थी,0.45454545454545453
kathbath/hindi/test/audio/497/844424930547287-497-f.wav,हालांकि फिल्म अभी रिलीज होने को है लेकिन इसकी कई स्पेशल स्क्रीनिंग हो चुकी है,0.06666666666666667
kathbath/hindi/test/audio/160/844424930570572-160-f.wav,यहाँ केवल कला व वाणिज्य की पढ़ाई की सुविधा है,0.1
kathbath/hindi/test/audio/1202/844424932919559-1202-f.wav,ज्योतिष गणना के अनुसार भगवान श्रीकृष्ण का जन्मोत्सव तीन दिनों तक रहेगा,0.0
kathbath/hindi/test/audio/564/844424930966784-564-f.wav,इसमें चीन की कंपनियों के साथ संयुक्त उपक्रम बनाने वाली कंपनियां भी शामिल होंगी,0.0
kathbath/hindi/test/audio/221/844424932574114-221-f.wav,यूजर्स के हिसाब से दुनिया का यह सबसे बड़ा मैसेजिंग ऐप है,0.08333333333333333
kathbath/hindi/test/audio/1202/844424932919607-1202-f.wav,दीया मिर्जा के घनगुंजी बेटे के खिलकारे,0.5
kathbath/hindi/test/audio/1202/844424932919612-1202-f.wav,शो के जरिए करीना लगातार फैंस को एंटरटेन कर रही हैं,0.0
kathbath/hindi/test/audio/497/844424930325546-497-f.wav,घर की स्ट्रॉन्ग कॉन्टेस्टेंट अर्शी खान घर से भी घर हो गईं,0.5
kathbath/hindi/test/audio/620/844424930637303-620-f.wav,भाजपा विधायक अनंत ओझा को धमकी देने के मामले में गिरफ्तार,0.0
kathbath/hindi/test/audio/574/844424930927696-574-f.wav,प्रचंड बहुमत होने के बाद भी एंटी रामाराव को बर्खास्त कर दिया गया था,0.07142857142857142
kathbath/hindi/test/audio/564/844424930918843-564-f.wav,ये सभी कृषि यंत्र किसानों को ड्रॉ द्वारा दिए जाएंगे,0.0
kathbath/hindi/test/audio/497/844424930325510-497-f.wav,यह भावुक पल था क्योंकि मैं उनके अंतिम संस्कार के समय नहीं था,0.0
kathbath/hindi/test/audio/574/844424930927721-574-f.wav,ऐसे में इस बड़े टूर्नामेंट को जीतने के लिए हर टीम पसीना बहा रही है,0.0
kathbath/hindi/test/audio/574/844424930898390-574-f.wav,कारोबारी ऋण के मामले में भारत की स्थिति उतनी बुरी नहीं दिखती,0.0
kathbath/hindi/test/audio/267/844424932410128-267-f.wav,गांगुलियों ने उम्मीद जताई कि एक दिन वह भी कहानी का अपना पक्ष बता पाएंगे,0.06666666666666667
kathbath/hindi/test/audio/497/844424930547194-497-f.wav,इस फोटो में नेहरू सिगरेट पीते हुए दिख रहे हैं,0.0
kathbath/hindi/test/audio/574/844424930898398-574-f.wav,फिल्म में सुशांत सिंह राजपूत मुख्य किरदार में हैं,0.0
kathbath/hindi/test/audio/564/844424930918923-564-f.wav,यहां कुछ ऐसी स्थिति है जैसे कि घर में अनचाहे मेहमान आ गए हों,0.07142857142857142
kathbath/hindi/test/audio/564/844424930918912-564-f.wav,तोते का प्रश्न सुनते ही गुरुदेव बेहोश होकर गिर पड़े,0.0
kathbath/hindi/test/audio/564/844424930918889-564-f.wav,लेकिन एक दिन बाद महावीर यादव को पीआर बांड पर छोड़ दिया गया,0.0
kathbath/hindi/test/audio/153/844424930627642-153-f.wav,इसे बारे में मुझे मेरी मां ने बताया है,0.0
kathbath/hindi/test/audio/1202/844424932919643-1202-f.wav,लाज़मी है उन्हीं का मार्गदर्शन पाकर तो हम और आप यहां तक पहुंचे,0.35714285714285715
kathbath/hindi/test/audio/267/844424932410074-267-f.wav,उनकी ठोड़ी पर चोट के निशान मिले और नाक से खून निकल रहा था,0.07142857142857142
kathbath/hindi/test/audio/564/844424930966808-564-f.wav,इससे ही मेटाबॉलिक एक्टिविटी और शरीर का विकास प्रभावित होता है,0.09090909090909091
kathbath/hindi/test/audio/574/844424930927714-574-f.wav,आगे सूदजी ने शिवजी के अनेक रूपों का वर्णन किया है,0.25
kathbath/hindi/test/audio/497/844424930547237-497-f.wav,एक मामले में मरीज दूसरे देश में चला गया,0.0
kathbath/hindi/test/audio/574/844424930927723-574-f.wav,फलदार व औषधीय पौधे लगाकर महंत समाज में पर्यावरण संरक्षण का संदेश दे रहे हैं,0.06666666666666667
kathbath/hindi/test/audio/574/844424930898401-574-f.wav,टैंकटॉप की जगह टर्टलनेक वाली ड्रेस ले लेती है,0.2
kathbath/hindi/test/audio/267/844424932410152-267-f.wav,उन्होंने बिल्डरों को जल्द से जल्द प्रोजेक्ट पूरा करने का आज निर्देश दिया है,0.15384615384615385
kathbath/hindi/test/audio/574/844424930898394-574-f.wav,सरकार चाहे तो किसी भी एजेंसी से मेरे खिलाफ लगे आरोप की जांच करा ले,0.0
kathbath/hindi/test/audio/160/844424930570590-160-f.wav,कनिका के परिवार के अनुसार कमरे में गंदगी भी थी,0.0
kathbath/hindi/test/audio/267/844424932410136-267-f.wav,किसी भी चलने के वजन का उपयोग करना एक बुरा विचार है,0.0
kathbath/hindi/test/audio/497/844424930547255-497-f.wav,आरोपी कई दिनों से छात्रा के साथ छेड़खानी कर रहा था,0.09090909090909091
kathbath/hindi/test/audio/1202/844424932919585-1202-f.wav,पार्टी का केवल एक ही लक्ष्य है विधानसभा चुनाव की जीत,0.0
kathbath/hindi/test/audio/497/844424930325499-497-f.wav,हालांकि इसके एंड्रॉयड वर्जन का अभी खुलासा नहीं किया गया है,0.09090909090909091
kathbath/hindi/test/audio/620/844424930621965-620-f.wav,सूचना मिलते ही उन्होंने फायर ब्रिगेड को फोन किया,0.0
kathbath/hindi/test/audio/564/844424930918849-564-f.wav,उनके कुछ घंटों के बाद भुजबल भी मातोश्री पहुंचे,0.0
kathbath/hindi/test/audio/1190/844424930929535-1190-f.wav,गांव हुडीना में विश्व पर्यावरण दिवस पर सेमिनार आयोजित,0.2222222222222222
kathbath/hindi/test/audio/620/844424930637345-620-f.wav,सभी परीक्षाओं को रोल नंबर आवंटित कर दिए गए हैं,0.1
kathbath/hindi/test/audio/564/844424930954580-564-f.wav,कथित तौर पर यादव को बुधवार सुबह एक फोन आया,0.0
kathbath/hindi/test/audio/564/844424930966729-564-f.wav,पार्षदों के निर्वाचन की अधिसूचना यहां की नगरपालिका में पहुंच गई है,0.0
kathbath/hindi/test/audio/620/844424930637358-620-f.wav,कोटला कला में कन्हैया की बाल लीलाओं का गुणगान,0.1111111111111111
kathbath/hindi/test/audio/221/844424932574078-221-f.wav,पाँच सौ तिरासी ईसा पूर्व ईसा मसीहा के जन्म से पूर्व के वर्षों को दर्शाता है,0.2857142857142857
kathbath/hindi/test/audio/574/844424930898435-574-f.wav,लेकिन अभी सलमान बनने के लिए मुझे बहुत आगे जाना है,0.0
kathbath/hindi/test/audio/160/844424930570585-160-f.wav,इसके अलावा एक विवादित वीडियो भी उनकी दावेदारी में बाधा बन गई,0.0
kathbath/hindi/test/audio/1190/844424930929621-1190-f.wav,अब आप डिस्प्ले के ऊपर इनफिनिटी सिंबल पर टैप करें,0.0
kathbath/hindi/test/audio/153/844424930627596-153-f.wav,रिया चक्रवर्ती को आज भाईखला जेल में चटाई बिछाकर रात गुजारनी पड़ेगी,0.08333333333333333
kathbath/hindi/test/audio/1202/844424932919613-1202-f.wav,यह दर्शाता है कि भगवान हमारी सारी गतिविधियों का केंद्र हैं,0.09090909090909091
kathbath/hindi/test/audio/564/844424930954547-564-f.wav,इस ड्राइव की वजह से भी आपात स्थिति है,0.0
kathbath/hindi/test/audio/564/844424930918831-564-f.wav,लोगों को जेंडर इक्वलिटी के लिए करती है जागरूक,0.2222222222222222
kathbath/hindi/test/audio/1190/844424930929578-1190-f.wav,मुंबई पुलिस अधिकारी ने एक शख्स के खिलाफ बलात्कार का मामला दर्ज कराया,0.0
kathbath/hindi/test/audio/574/844424930898445-574-f.wav,उन्होंने इस दिशा में हर तरह का सहयोग देने का आश्वासन भी दिया,0.0
kathbath/hindi/test/audio/221/844424932574130-221-f.wav,उन्होंने अपनी सुरक्षा के लिए भी उचित कदम उठाने की मांग की थी,0.0
